,0
0,"[[2, 2043], [4, 1876], [4, 2434], [4, 2554], [10, 51], [10, 91], [10, 286], [10, 654], [10, 1359], [10, 1533], [10, 1656], [10, 1676], [10, 2400], [10, 2488], [10, 2613], [10, 3120], [10, 3167], [11, 113], [13, 2408], [19, 1432], [22, 1543], [22, 2098], [22, 2113], [23, 1420], [23, 1490], [24, 1691], [24, 1982], [25, 308], [35, 889], [35, 3072], [40, 567], [40, 1364], [40, 2779], [43, 169], [43, 1206], [43, 1278], [43, 1766], [44, 84], [44, 690], [53, 395], [53, 473], [53, 2723], [68, 515], [68, 1754], [68, 2585], [70, 1102], [77, 1416], [78, 2445], [80, 2036], [82, 2691], [82, 3065], [82, 3317], [83, 2345], [83, 3011], [84, 1988], [84, 2017], [85, 1550], [86, 1100], [86, 2735], [89, 813], [89, 2452], [91, 654], [91, 1392], [91, 1533], [91, 1552], [91, 1676], [91, 2006], [91, 2231], [91, 2301], [91, 2474], [91, 2889], [94, 362], [94, 2337], [94, 2763], [95, 1149], [98, 120], [98, 836], [98, 1684], [104, 124], [104, 2288], [108, 662], [108, 1674], [108, 3194], [113, 972], [113, 1927], [113, 2478], [115, 555], [115, 808], [115, 902], [115, 1309], [115, 1751], [115, 3122], [115, 3247], [118, 930], [118, 1091], [118, 1738], [118, 1924], [118, 3279], [120, 836], [120, 1588], [120, 1684], [120, 2919], [124, 2939], [137, 371], [139, 2555], [139, 2906], [141, 1612], [145, 2528], [148, 979], [148, 2930], [149, 2753], [152, 1754], [153, 1730], [154, 989], [157, 1023], [163, 1886], [163, 2070], [163, 2475], [165, 1338], [165, 2153], [169, 175], [169, 1278], [174, 1656], [174, 2377], [174, 3066], [175, 503], [175, 934], [175, 3062], [175, 3227], [177, 269], [179, 823], [182, 706], [182, 832], [182, 2184], [183, 2563], [187, 1252], [187, 1543], [187, 1821], [187, 2377], [187, 3301], [195, 989], [195, 1372], [195, 2395], [195, 2823], [195, 3237], [196, 698], [196, 1259], [197, 1670], [197, 1884], [199, 1540], [199, 2436], [199, 2919], [201, 1900], [201, 2841], [212, 283], [212, 2306], [222, 2677], [227, 2850], [227, 3117], [227, 3289], [232, 574], [234, 2339], [236, 3227], [253, 493], [256, 1107], [269, 828], [269, 1063], [269, 1515], [269, 1922], [269, 2534], [269, 2674], [280, 836], [280, 1047], [280, 1316], [280, 3061], [283, 601], [283, 1919], [286, 1359], [286, 1556], [286, 3167], [290, 1110], [290, 1876], [290, 1984], [290, 2554], [290, 3058], [290, 3123], [300, 1650], [300, 3094], [304, 1711], [317, 476], [318, 2041], [324, 550], [324, 1867], [331, 2749], [331, 3148], [338, 1201], [338, 2938], [338, 3107], [342, 2875], [347, 2313], [349, 1753], [351, 1078], [352, 1425], [353, 2419], [357, 836], [361, 1422], [361, 2107], [362, 406], [362, 2337], [372, 902], [372, 1150], [377, 981], [398, 1106], [398, 2177], [398, 3174], [401, 1111], [406, 2337], [407, 1183], [407, 2519], [407, 2591], [416, 2796], [420, 2177], [423, 1494], [423, 3216], [428, 1243], [428, 2549], [432, 2153], [436, 3257], [437, 2743], [444, 2070], [444, 2519], [451, 1517], [451, 2041], [451, 2093], [461, 1540], [465, 558], [469, 1626], [479, 1516], [479, 2121], [482, 2153], [482, 2791], [482, 2913], [485, 1124], [486, 1084], [492, 1797], [493, 2272], [493, 3243], [494, 592], [494, 1999], [496, 1092], [496, 3074], [499, 1119], [499, 1670], [499, 1884], [500, 1754], [502, 799], [502, 1530], [515, 1785], [526, 1847], [526, 2407], [526, 3227], [528, 1644], [538, 657], [538, 1110], [538, 1428], [544, 2439], [550, 1256], [550, 1305], [550, 2591], [551, 2585], [555, 706], [555, 2006], [555, 3247], [562, 1813], [564, 1009], [566, 2046], [567, 3120], [574, 2078], [583, 810], [583, 1948], [593, 2671], [598, 1506], [598, 1898], [601, 1063], [603, 2057], [603, 2857], [612, 2908], [614, 979], [615, 1116], [617, 2377], [617, 2649], [617, 2723], [617, 3066], [623, 2939], [631, 833], [631, 1321], [639, 1316], [647, 651], [647, 745], [647, 1498], [647, 2190], [647, 2412], [647, 2882], [654, 1568], [654, 1676], [654, 1876], [654, 2306], [654, 2429], [658, 1730], [660, 679], [660, 908], [660, 1094], [660, 3264], [662, 3120], [662, 3245], [665, 1695], [668, 984], [668, 1102], [668, 3037], [674, 1422], [679, 908], [679, 3264], [690, 983], [690, 1377], [690, 1819], [690, 2633], [698, 1259], [698, 2971], [702, 2056], [703, 2041], [706, 832], [706, 2006], [706, 2184], [714, 1540], [714, 2223], [714, 3058], [714, 3223], [720, 742], [720, 2230], [722, 1319], [722, 2786], [722, 2966], [724, 1716], [728, 1884], [728, 1998], [728, 2609], [739, 1841], [745, 2183], [745, 2190], [745, 2916], [749, 2977], [750, 1804], [750, 3173], [753, 1247], [753, 2850], [758, 2024], [759, 1829], [762, 1270], [762, 2392], [762, 2604], [764, 2139], [764, 3222], [767, 2776], [774, 1747], [780, 1124], [794, 1376], [796, 1021], [799, 2214], [799, 2894], [803, 2033], [804, 2850], [805, 2070], [805, 2174], [805, 2671], [805, 2972], [810, 1948], [811, 1621], [813, 2723], [813, 2804], [822, 1116], [822, 1124], [822, 1951], [823, 2633], [825, 2570], [829, 861], [829, 903], [829, 940], [829, 1149], [829, 2764], [832, 2146], [832, 2184], [832, 3012], [833, 2282], [835, 889], [836, 1684], [837, 2906], [851, 2096], [851, 2240], [851, 2545], [861, 903], [861, 940], [861, 1149], [869, 1338], [869, 1477], [889, 1075], [889, 1539], [889, 2419], [889, 2488], [894, 989], [894, 1867], [894, 2105], [894, 3206], [897, 2823], [902, 1150], [902, 3247], [903, 940], [903, 2764], [908, 1797], [908, 3264], [910, 1015], [910, 3009], [919, 2805], [919, 3247], [928, 1279], [930, 950], [930, 1091], [930, 1305], [930, 3279], [938, 2474], [938, 2575], [939, 1922], [940, 1149], [940, 2528], [940, 2764], [943, 1696], [945, 1323], [945, 1626], [950, 2177], [950, 2826], [953, 2413], [956, 1767], [972, 1191], [972, 1927], [972, 2177], [972, 2478], [972, 2712], [976, 2206], [979, 1072], [981, 1123], [983, 1819], [990, 1388], [991, 2468], [991, 2961], [991, 3237], [993, 1039], [993, 1121], [993, 1439], [993, 1450], [993, 1919], [993, 1969], [993, 2114], [993, 2425], [993, 2450], [993, 2569], [993, 3122], [1007, 1955], [1007, 2301], [1008, 1072], [1009, 1539], [1013, 3061], [1022, 1138], [1022, 1412], [1022, 1676], [1039, 1751], [1047, 1648], [1047, 3061], [1063, 1515], [1063, 1801], [1063, 1919], [1063, 2425], [1063, 2450], [1063, 3122], [1072, 3053], [1073, 2864], [1075, 1517], [1075, 1539], [1075, 1948], [1075, 2078], [1075, 2488], [1075, 2830], [1084, 2180], [1084, 2889], [1085, 1696], [1098, 2776], [1102, 1413], [1109, 2939], [1110, 1663], [1110, 1876], [1110, 1984], [1110, 2408], [1110, 2554], [1110, 3058], [1113, 1116], [1113, 1279], [1113, 2019], [1113, 2187], [1116, 1124], [1116, 1275], [1116, 1707], [1117, 3201], [1117, 3264], [1119, 1566], [1119, 2008], [1121, 1439], [1121, 2114], [1121, 2450], [1121, 3122], [1124, 1967], [1124, 2090], [1124, 2625], [1124, 3061], [1128, 2954], [1135, 2043], [1136, 2390], [1138, 2939], [1138, 3003], [1142, 3061], [1148, 3004], [1149, 1980], [1149, 2764], [1154, 1444], [1154, 1565], [1154, 1873], [1157, 2994], [1160, 1619], [1160, 1955], [1168, 1740], [1172, 3077], [1175, 1757], [1177, 3174], [1183, 2591], [1183, 2691], [1185, 2395], [1186, 2928], [1193, 1378], [1193, 1379], [1193, 1572], [1193, 2657], [1195, 1201], [1195, 2938], [1195, 3095], [1201, 1631], [1201, 3095], [1206, 1707], [1206, 1766], [1230, 2965], [1233, 2516], [1234, 2388], [1236, 3220], [1242, 1710], [1247, 3264], [1248, 2339], [1252, 1543], [1252, 1821], [1252, 2377], [1252, 3301], [1259, 1397], [1259, 2971], [1260, 1654], [1268, 2444], [1275, 2198], [1277, 1540], [1277, 1779], [1277, 3160], [1285, 2913], [1304, 1967], [1307, 2400], [1307, 2488], [1307, 2960], [1314, 3117], [1316, 1656], [1316, 2561], [1316, 3250], [1319, 1559], [1319, 2966], [1319, 3275], [1323, 1626], [1323, 2519], [1328, 2545], [1328, 3005], [1333, 3001], [1336, 2275], [1338, 2306], [1358, 2768], [1359, 1556], [1359, 2210], [1359, 2338], [1359, 3167], [1364, 2779], [1364, 3031], [1379, 2657], [1379, 2804], [1385, 2121], [1385, 2319], [1391, 1590], [1392, 2429], [1397, 2971], [1402, 1740], [1402, 1756], [1402, 1862], [1404, 1821], [1409, 2930], [1415, 2059], [1416, 2082], [1416, 2087], [1422, 2107], [1428, 2059], [1438, 2859], [1439, 1509], [1439, 1539], [1439, 2114], [1439, 2450], [1439, 3122], [1444, 1565], [1444, 1707], [1444, 1873], [1450, 1578], [1450, 3067], [1455, 2198], [1455, 2811], [1455, 3272], [1456, 2206], [1456, 2694], [1456, 2928], [1463, 2246], [1474, 2716], [1474, 3313], [1481, 2111], [1481, 2248], [1494, 2146], [1502, 3090], [1506, 2058], [1509, 1539], [1515, 2005], [1517, 2078], [1517, 2187], [1517, 2591], [1521, 2776], [1526, 1718], [1530, 1864], [1530, 2928], [1533, 1676], [1533, 2041], [1533, 2851], [1540, 1603], [1540, 1779], [1540, 1789], [1540, 3058], [1543, 1821], [1543, 2377], [1543, 3301], [1547, 3110], [1552, 2006], [1553, 1626], [1555, 3086], [1556, 3167], [1565, 1873], [1568, 1708], [1568, 2210], [1568, 2690], [1578, 2988], [1581, 2964], [1588, 1952], [1590, 2486], [1612, 2265], [1612, 2288], [1612, 2898], [1617, 2791], [1648, 2748], [1650, 3094], [1656, 3250], [1670, 1884], [1670, 2238], [1677, 1808], [1681, 2246], [1683, 2332], [1691, 1982], [1707, 1873], [1707, 3296], [1711, 2810], [1716, 2187], [1719, 3022], [1721, 1858], [1721, 3114], [1727, 2789], [1738, 3279], [1740, 1862], [1746, 2235], [1750, 1768], [1750, 3203], [1751, 2534], [1751, 2606], [1751, 2802], [1754, 2005], [1754, 2585], [1754, 2841], [1754, 2889], [1754, 2902], [1767, 2305], [1768, 3203], [1780, 2561], [1788, 2108], [1795, 2051], [1795, 2594], [1796, 1917], [1797, 3313], [1800, 2587], [1804, 3173], [1813, 2823], [1819, 3201], [1819, 3264], [1821, 2377], [1821, 3301], [1841, 2804], [1847, 2444], [1847, 3227], [1850, 1863], [1863, 2338], [1864, 1965], [1864, 2282], [1864, 2625], [1864, 2928], [1865, 2666], [1867, 2238], [1870, 2289], [1876, 1984], [1876, 2434], [1876, 2554], [1886, 2019], [1886, 2187], [1898, 2377], [1902, 2428], [1910, 2612], [1919, 2114], [1919, 2425], [1919, 2450], [1919, 3122], [1922, 2534], [1924, 2859], [1927, 2177], [1927, 2478], [1927, 2712], [1948, 2488], [1952, 2518], [1952, 2919], [1963, 3271], [1964, 3260], [1965, 2282], [1967, 2625], [1979, 2574], [1982, 2575], [1982, 3120], [1984, 2554], [1984, 3058], [1985, 2146], [1985, 3121], [1999, 2897], [2006, 2231], [2006, 2301], [2006, 2921], [2008, 2412], [2008, 2776], [2008, 3132], [2019, 2187], [2024, 2442], [2041, 2474], [2041, 2685], [2051, 2594], [2054, 2868], [2058, 2373], [2070, 2671], [2070, 3194], [2078, 2459], [2078, 2830], [2084, 2474], [2098, 2113], [2099, 2627], [2105, 2598], [2105, 2609], [2105, 3206], [2107, 2286], [2107, 2750], [2108, 2453], [2111, 2248], [2114, 2425], [2114, 2450], [2114, 2912], [2114, 3122], [2121, 2319], [2131, 2612], [2132, 2900], [2141, 2449], [2153, 2791], [2153, 2826], [2153, 2913], [2156, 2177], [2158, 2186], [2171, 2812], [2173, 2842], [2174, 2671], [2177, 2735], [2180, 2889], [2186, 2966], [2190, 2916], [2197, 3004], [2206, 2504], [2206, 2987], [2214, 2671], [2217, 2979], [2220, 3239], [2240, 2545], [2247, 2997], [2265, 2569], [2267, 2636], [2279, 3061], [2288, 2294], [2288, 2851], [2294, 2851], [2294, 3076], [2296, 2678], [2299, 2671], [2300, 3072], [2338, 2995], [2339, 2743], [2345, 2482], [2358, 2897], [2370, 2428], [2377, 2723], [2377, 3066], [2377, 3301], [2395, 3237], [2400, 2488], [2400, 2960], [2408, 3165], [2412, 2585], [2425, 2450], [2425, 2955], [2425, 3122], [2429, 3120], [2429, 3295], [2436, 2919], [2436, 2975], [2436, 3293], [2444, 3165], [2444, 3227], [2447, 3031], [2450, 3122], [2468, 3237], [2472, 2850], [2474, 2575], [2474, 2841], [2474, 2984], [2478, 2802], [2488, 2613], [2488, 2822], [2488, 2960], [2504, 2987], [2519, 2591], [2519, 3194], [2531, 2735], [2545, 2743], [2545, 3005], [2554, 3251], [2558, 2727], [2559, 2842], [2574, 2842], [2575, 3120], [2598, 2609], [2604, 3158], [2622, 2944], [2624, 3001], [2625, 3015], [2625, 3067], [2632, 2755], [2632, 2884], [2632, 3121], [2652, 3296], [2656, 2698], [2683, 2878], [2694, 2928], [2701, 3077], [2723, 3066], [2735, 2804], [2739, 2947], [2753, 2887], [2755, 2884], [2804, 3163], [2813, 3008], [2841, 3015], [2842, 3129], [2844, 3059], [2938, 3095], [2938, 3107], [2939, 2995], [2972, 3066], [2997, 3147], [3031, 3132], [3058, 3123], [3065, 3317], [3104, 3120], [3123, 3251], [3275, 3279]]"
1,"[[19, 1432], [145, 940], [145, 2528], [183, 1256], [183, 2563], [412, 1796], [425, 2920], [639, 1316], [639, 3250], [658, 1730], [660, 908], [660, 3264], [679, 908], [679, 3264], [699, 2436], [757, 1359], [991, 3237], [1000, 3243], [1142, 3061], [1176, 2763], [1263, 1699], [1311, 1685], [1480, 3167], [1870, 2289], [1886, 2187], [2149, 2389], [2404, 2594]]"
2,"[[40, 1364], [86, 1100], [115, 1729], [331, 3148], [372, 1150], [415, 610], [416, 2796], [423, 3216], [647, 651], [690, 1377], [750, 3173], [762, 1270], [851, 2240], [902, 1150], [991, 3237], [993, 2761], [1113, 2019], [1119, 1497], [1242, 1710], [1359, 1480], [1474, 2067], [1772, 2989], [1963, 3271], [2024, 2442], [2272, 3089], [2488, 2822]]"
3,"[[610, 2614], [660, 679], [991, 3237], [1263, 1699]]"
