Usuario,A->A,A->D,A->E,A->F,A->P,A->V,D->A,D->D,D->E,D->F,D->P,D->V,E->A,E->D,E->E,E->F,E->P,E->V,F->A,F->D,F->E,F->F,F->P,F->V,P->A,P->D,P->E,P->F,P->P,P->V,V->A,V->D,V->E,V->F,V->P,V->V
478653,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
6544384,0,0,0,0,0,0,0,78,1,1,0,1,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
6408662,32,0,0,1,0,11,2,5,0,0,0,2,0,0,18,0,0,18,0,0,0,8,1,0,0,0,0,0,0,1,10,4,18,0,0,9
82042,13,0,0,0,0,0,0,3,0,0,0,1,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,5
6213640,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
6573606,33,0,0,0,0,3,0,0,0,0,0,1,2,0,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,14
273118,61,0,0,0,5,0,0,0,0,0,0,0,4,0,39,0,0,24,0,0,0,0,0,0,0,0,1,0,0,4,1,0,27,0,0,2
6224144,8,0,0,0,0,2,0,1,0,0,0,2,1,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,5
6285372,0,0,0,0,0,0,0,27,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
38778,17,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2
6424855,91,0,0,0,2,8,0,0,0,0,0,0,3,0,37,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,7,0,34,0,2,33
5677768,13,0,0,0,0,2,0,1,0,0,0,1,0,0,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,21,0,0,7
6393816,35,0,0,0,0,2,0,0,0,0,0,0,1,0,21,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,2,0,15,1,0,4
504350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6283023,53,0,1,0,1,0,0,0,0,0,0,0,2,0,36,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2
6699143,33,0,0,0,2,4,0,35,0,0,0,1,2,0,25,0,0,16,0,0,0,0,0,0,0,0,0,1,0,4,4,0,18,0,3,23
22903,25,0,0,0,0,2,0,1,0,0,0,1,2,0,19,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,1
6482658,0,0,0,0,0,0,0,6,0,0,0,1,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7
3446453,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,2
6709555,17,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,21
9317,54,0,0,0,3,3,0,0,0,0,0,0,4,0,23,0,0,37,0,0,0,0,0,0,0,0,0,0,0,5,2,0,41,0,2,8
6660328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
4023164,59,0,0,0,5,1,0,6,0,0,0,1,3,0,35,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,3,1,30,0,0,23
6575618,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6577041,0,0,0,0,0,0,0,19,1,0,0,2,0,1,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,10
6217819,0,0,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
6145048,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1
6268626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
362659,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
2404059,27,1,0,0,0,1,1,14,0,0,0,3,1,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,2,21,0,0,4
6435334,0,0,0,0,0,0,0,31,0,0,0,1,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
4274998,0,0,0,0,0,0,0,9,2,0,0,2,0,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2
3855123,1,0,0,0,0,1,0,4,0,0,0,2,1,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,4
5355848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
6573331,74,0,0,0,3,4,1,31,0,0,0,1,4,1,43,0,1,20,0,0,0,0,0,0,1,0,0,0,0,2,1,0,26,0,0,28
5516151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,3
6645889,28,1,0,0,0,4,1,0,0,0,0,1,2,1,22,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,0,1,7
6380720,0,0,0,0,0,0,0,7,0,0,0,5,0,1,36,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,5
2597954,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
4164220,60,0,0,0,4,2,1,0,0,0,0,0,5,1,32,0,0,27,0,0,0,0,0,0,0,0,1,0,1,2,0,0,32,0,0,6
6571785,51,1,2,1,0,1,0,13,1,0,0,3,3,0,27,0,0,16,0,1,0,1,0,0,0,0,0,0,0,0,2,2,16,0,0,13
2748604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
6283783,0,0,0,0,0,0,0,10,1,0,0,4,0,1,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,13
5712129,13,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,6
2777927,83,0,0,0,2,9,0,40,0,0,0,2,1,0,34,0,0,36,0,0,0,0,0,2,0,1,0,1,0,3,10,1,37,1,3,34
3244300,0,0,0,0,0,0,0,5,0,0,0,2,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,17
27647,35,1,0,0,1,1,1,2,1,0,0,2,2,2,22,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,5
6311115,0,0,0,0,0,0,0,9,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4
859678,10,1,0,0,0,0,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6335206,45,5,0,0,2,6,7,26,1,0,1,3,1,3,49,0,1,12,0,0,0,0,0,0,0,0,0,0,0,5,5,4,16,1,1,23
6554438,29,0,0,0,0,11,0,0,1,0,0,0,0,0,19,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,11,1,23,1,0,8
2536186,13,0,0,0,0,1,0,0,0,0,0,0,1,0,21,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2
6426030,60,0,3,0,1,1,0,66,0,0,0,1,4,0,47,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0
6565630,87,0,0,0,4,10,0,0,0,0,0,0,3,0,41,0,1,30,0,0,0,0,0,0,2,0,1,0,0,2,9,0,33,0,0,15
6671591,13,0,0,0,0,2,0,1,0,0,0,1,1,0,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,1
6531875,11,1,0,0,0,3,1,6,0,0,0,1,0,0,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,11
3727949,94,0,0,0,5,1,0,1,0,0,0,1,6,0,41,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,31,0,0,8
3244529,35,0,0,0,2,4,0,0,0,0,0,0,5,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,1,0,23,0,2,4
4817519,16,0,0,0,0,0,0,6,0,0,0,2,1,0,8,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,12
5258892,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
6612382,60,0,2,1,2,2,0,1,0,0,0,2,5,0,45,0,2,16,0,1,0,1,1,0,1,1,1,1,0,1,1,0,19,0,0,5
6315272,18,1,0,0,0,1,0,1,0,0,0,1,2,0,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,3
6405708,39,0,2,0,0,0,0,3,4,0,0,0,3,4,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2
1109393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7
4690122,65,0,1,0,2,8,0,0,0,0,0,1,3,1,30,0,1,37,0,0,0,0,0,0,2,0,0,0,1,2,6,0,40,1,1,18
6555834,35,0,2,0,0,1,0,3,1,0,0,1,4,1,52,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,7
6307349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3
5777697,0,0,0,0,0,0,0,8,0,0,0,2,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
517719,35,1,0,1,0,2,2,36,6,0,0,1,2,2,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,4
6540138,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,14
6242306,48,0,0,1,1,2,0,0,0,0,0,0,2,0,27,0,0,20,0,0,0,3,0,1,0,0,0,0,0,1,2,0,23,0,0,8
4318573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3
6684737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3
249891,56,1,0,1,2,3,1,6,1,0,0,0,6,0,33,0,0,25,0,0,0,1,1,0,0,0,0,1,0,4,0,1,30,0,2,9
6569925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2474828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
122634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6420021,59,0,0,0,1,9,0,0,0,0,0,0,4,0,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,7,0,23,0,1,9
5528553,0,0,0,0,0,0,0,7,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
94246,53,1,0,1,3,5,0,5,0,0,0,2,3,0,18,0,0,38,1,0,0,0,0,0,1,0,0,0,0,4,5,1,41,0,2,24
6289727,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2
6571485,8,0,0,0,0,0,0,21,0,0,0,1,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,5
6504720,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6606208,95,0,2,0,4,0,0,11,0,0,1,2,6,0,57,0,0,12,0,0,0,0,0,0,0,1,2,1,0,1,0,1,14,0,0,3
6326661,5,0,0,0,0,0,0,2,0,0,0,1,1,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
2027023,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2
6553960,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
6311294,60,0,0,3,4,4,0,0,0,0,0,1,4,0,36,1,0,23,2,0,1,3,1,1,0,0,0,0,0,4,5,0,27,1,0,19
2762702,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,16
2928410,58,0,1,0,3,3,0,8,0,0,0,4,3,1,38,0,0,23,0,0,0,0,0,1,0,0,1,0,0,4,4,2,25,1,2,79
5962679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,10
4784319,50,0,0,0,0,4,0,1,0,0,0,1,5,0,22,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,5
6421823,0,0,0,0,0,0,0,12,0,0,0,1,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2
6469399,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6556212,15,0,0,0,0,0,0,6,2,0,0,7,0,1,7,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,8,5,1,0,6
2886665,15,0,0,0,0,1,0,0,0,0,0,0,1,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3
6711732,0,0,0,0,0,0,0,34,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3321646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
4584165,1,0,0,0,0,1,0,4,0,0,0,1,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,7
6561293,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
6458984,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4898759,35,1,1,0,0,0,0,3,0,0,0,1,2,0,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,18
406478,67,5,0,0,1,7,5,27,5,0,1,3,2,3,22,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,6,6,31,0,1,26
6719708,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,23
3336904,3,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9
611014,0,0,0,0,0,0,0,47,0,0,0,1,0,0,13,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,0,1
6448944,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
6535233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1
6339239,17,0,0,0,1,0,0,0,0,0,0,0,1,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,3
4602340,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
6655852,0,0,0,0,0,0,0,43,0,0,0,6,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,41
125712,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3978777,63,0,4,0,0,1,0,0,0,0,0,0,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6559416,18,0,1,0,0,2,0,0,0,0,0,0,1,0,9,0,0,5,0,0,1,1,0,1,0,0,0,0,0,0,2,0,4,2,0,7
