Usuario,A->A,A->D,A->E,A->F,A->P,A->V,D->A,D->D,D->E,D->F,D->P,D->V,E->A,E->D,E->E,E->F,E->P,E->V,F->A,F->D,F->E,F->F,F->P,F->V,P->A,P->D,P->E,P->F,P->P,P->V,V->A,V->D,V->E,V->F,V->P,V->V
6492510,37,0,0,0,0,10,0,8,0,0,0,2,0,2,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,1,22,0,0,16
6403974,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,6
5278216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
6243915,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
5816514,57,0,0,0,5,1,0,1,0,0,0,2,5,0,35,0,0,25,0,0,0,3,0,1,0,0,0,1,0,4,1,1,30,1,0,7
6562333,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6430807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6567046,34,2,0,0,0,1,1,42,2,0,2,2,2,2,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,2,15,0,0,2
5523564,0,0,0,0,0,0,0,7,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
4830076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
4960816,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6601386,49,0,0,1,2,2,0,2,0,0,0,1,3,0,34,0,0,24,0,0,0,0,0,1,0,0,0,0,0,2,2,0,27,0,0,25
4415984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6337837,70,1,0,1,3,1,0,20,0,0,1,3,5,0,31,0,0,32,0,0,0,1,1,0,0,0,0,0,0,4,1,2,37,0,0,4
6524617,0,0,0,0,0,0,0,4,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6684261,0,0,0,0,0,0,0,27,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7
207533,14,0,0,0,0,2,0,0,0,0,0,0,1,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,2
3768458,14,0,0,0,0,2,0,0,0,0,0,0,1,0,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,5
552103,24,0,0,0,0,3,0,0,0,0,0,0,2,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,7
3756529,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
6403110,61,5,0,0,5,1,6,62,3,1,0,4,3,4,45,0,0,9,0,0,0,0,0,0,0,4,0,0,0,1,2,0,13,0,0,3
5683269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5691566,20,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12
6544483,28,0,0,0,0,3,0,0,0,0,0,0,1,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,18
253735,1,0,0,0,0,0,0,3,0,1,0,1,1,0,8,0,0,6,0,1,0,1,0,2,0,0,0,0,0,0,0,0,7,2,0,6
5890415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11
2698878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2683382,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
6405472,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
93882,57,0,0,0,3,2,0,0,0,0,0,0,4,0,27,0,0,21,0,0,0,0,0,0,1,0,0,0,0,2,1,0,25,0,0,4
6453680,17,2,1,0,0,1,3,17,3,0,0,1,0,3,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,5
6187109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
6312828,0,1,0,0,0,0,0,49,0,0,0,2,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,2
6546156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6
6574409,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
6453184,0,0,0,0,0,0,0,23,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3732408,0,0,0,0,0,0,0,15,1,0,0,4,0,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6
6648825,51,9,3,0,1,1,12,96,10,0,3,5,1,13,31,0,0,19,0,0,0,0,0,0,0,4,0,0,1,0,1,4,20,0,0,1
6660990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
6316923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3
6579179,32,0,0,0,0,1,0,76,4,0,0,3,0,4,31,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,18
472570,38,0,0,0,1,1,0,0,0,0,0,0,2,0,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3
5481687,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,10
6671722,92,0,2,0,4,0,0,0,0,0,0,0,6,0,68,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
3249632,47,0,0,3,0,4,0,3,0,0,0,1,4,0,30,0,2,20,2,0,0,1,1,1,0,0,0,1,1,1,1,1,26,0,0,6
5474656,34,0,0,0,1,1,0,14,1,0,0,1,2,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,3
314154,35,0,0,0,1,2,0,0,0,0,0,0,1,0,23,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,19,0,0,4
6603336,88,3,4,0,2,0,1,15,3,2,2,6,7,1,59,1,0,7,0,1,1,2,0,1,1,0,2,0,0,0,0,8,6,0,0,3
6607495,63,5,0,0,4,3,5,17,3,0,0,2,5,3,42,0,0,18,0,0,0,0,0,0,0,1,0,0,1,3,2,1,23,0,0,2
6139009,32,0,0,0,0,5,0,32,3,1,0,2,2,3,22,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,3,2,17,0,0,12
4343055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
679164,60,0,0,1,2,4,0,1,1,0,0,0,2,0,20,1,0,26,0,1,1,6,1,3,0,0,0,0,1,3,5,0,27,4,1,6
6721842,70,0,2,0,3,2,0,0,0,0,0,1,7,0,41,0,0,16,0,0,0,0,0,0,0,2,0,0,2,1,0,0,21,0,0,2
6650310,28,1,0,0,0,2,0,0,0,0,0,1,2,0,20,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,16
1259378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6351992,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6566846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
6587858,9,3,0,0,0,0,2,26,1,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
6330151,5,2,0,0,0,1,1,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,28
6428885,38,1,0,0,0,3,1,1,0,0,0,3,3,0,21,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,1,3,17,0,0,2
61677,28,0,0,1,0,3,1,36,0,0,1,2,3,1,17,0,0,12,0,1,0,0,0,1,0,0,0,0,0,3,0,1,16,1,3,23
582501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
6229140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2
2625595,44,3,1,3,2,1,2,4,1,0,1,4,2,0,21,5,0,17,3,2,0,5,2,5,0,1,0,3,0,1,3,1,22,2,0,7
6394905,50,0,0,0,0,3,0,2,0,0,0,2,0,0,20,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,0,0,12
6528338,51,1,0,1,0,0,1,43,0,0,0,3,0,1,16,0,0,21,1,0,0,2,1,0,0,0,0,0,0,1,0,1,22,1,0,9
5438265,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
6554384,10,1,0,0,0,1,2,9,10,0,0,10,0,5,22,0,0,13,0,1,0,1,0,1,0,0,0,0,0,0,0,15,9,2,0,8
6471412,2,0,0,0,0,1,0,5,0,0,0,1,1,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2
6192519,63,2,0,0,3,2,0,40,1,0,1,5,4,0,32,0,0,28,0,0,0,0,0,0,0,2,0,0,0,2,3,2,31,0,1,8
43208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4
6556688,68,0,0,1,0,5,0,0,0,1,0,1,1,0,31,3,0,22,1,2,0,13,1,4,0,0,0,0,0,1,5,0,26,3,0,16
6648774,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11
2180917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
6565472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3
6504684,55,0,0,0,1,5,0,3,0,0,0,2,3,1,23,1,0,17,0,0,0,3,0,1,0,0,0,0,1,1,3,1,22,0,0,20
6671724,57,0,1,0,4,1,0,0,0,0,0,0,6,0,48,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3
6700680,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
57645,30,0,0,0,0,4,0,0,0,0,0,0,3,0,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,1
6134599,42,0,0,0,0,5,0,1,0,0,0,1,1,0,24,1,0,14,0,0,0,2,0,1,0,0,0,0,0,1,4,1,17,0,1,4
957665,32,0,0,1,0,0,0,19,0,1,0,8,0,0,5,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,1,7,3,0,0,16
6157044,40,0,0,0,2,2,0,0,0,0,0,0,3,0,24,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,0,5
3782990,90,0,2,0,3,0,0,0,0,0,0,0,5,0,44,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
6569866,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19
5010138,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
6590510,36,0,0,1,0,2,0,0,1,0,0,1,1,0,14,0,0,18,0,0,0,4,1,0,0,0,0,0,0,1,2,1,18,0,0,12
6542852,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,1,5,3,0,6
4050669,54,2,0,9,1,3,0,1,0,1,0,1,1,0,22,1,2,38,12,0,0,9,1,1,1,0,0,1,0,3,2,0,42,2,1,10
5265942,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4
6857748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38
6338304,0,0,0,0,0,0,0,7,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
6593316,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6453717,48,3,0,0,0,7,5,66,1,1,0,7,1,4,17,0,0,29,2,0,0,3,0,0,0,0,0,0,0,0,2,6,33,2,0,17
54064,0,0,0,0,0,0,0,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
6565831,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6531667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
4986124,0,0,0,0,0,0,0,2,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10
5196351,0,0,0,0,0,0,0,24,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
6544090,0,0,0,0,0,0,0,5,0,0,0,1,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
5405288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3
6484330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
6512457,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
6466078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
6559835,0,0,0,0,0,0,0,46,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
6284302,36,1,0,0,0,1,0,51,0,0,0,6,2,1,20,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,12
6021051,8,2,0,0,0,0,1,48,0,0,0,4,0,1,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,7
5870953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
4836892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2
6319508,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5758834,84,1,0,3,1,3,1,83,0,1,1,1,5,1,44,0,0,24,1,1,0,18,2,0,0,0,0,1,0,4,1,0,30,0,1,4
247938,0,0,0,0,0,0,0,7,0,0,0,1,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
6218799,86,0,0,0,3,3,1,2,0,0,0,1,5,0,45,0,0,17,0,0,0,0,0,0,0,0,2,0,0,1,1,1,20,0,0,6
6803664,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
