Usuario|A->A_Week1|A->D_Week1|A->E_Week1|A->F_Week1|A->V_Week1|D->A_Week1|D->D_Week1|D->E_Week1|D->F_Week1|D->V_Week1|E->A_Week1|E->D_Week1|E->E_Week1|E->F_Week1|E->V_Week1|F->A_Week1|F->D_Week1|F->E_Week1|F->F_Week1|F->V_Week1|V->A_Week1|V->D_Week1|V->E_Week1|V->F_Week1|V->V_Week1
8549531|0.0|0.0|0.0|0.03125|0.0|0.0|0.0|0.0|0.0|0.0625|0.03125|0.0|0.25|0.0|0.0625|0.0|0.0|0.0|0.03125|0.0625|0.0|0.03125|0.09375|0.03125|0.3125
6701692|0.019230769230769232|0.0|0.0|0.0|0.0|0.0|0.9230769230769231|0.0|0.0|0.019230769230769232|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.019230769230769232|0.0|0.0|0.0|0.019230769230769232
7597564|0.0|0.0|0.0|0.0|0.0|0.0|0.7272727272727273|0.0|0.0|0.09090909090909091|0.0|0.0|0.09090909090909091|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.09090909090909091|0.0|0.0
5072968|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
4922370|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2857142857142857|0.0|0.35714285714285715|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.35714285714285715|0.0|0.0
8147813|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|0.0
1944389|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0
8314748|0.0|0.0|0.0|0.0|0.0|0.0|0.8181818181818182|0.0|0.09090909090909091|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.09090909090909091|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6698354|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6458009|0.2631578947368421|0.0|0.0|0.0|0.0|0.0|0.15789473684210525|0.0|0.0|0.02631578947368421|0.02631578947368421|0.0|0.15789473684210525|0.0|0.15789473684210525|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.18421052631578946|0.0|0.02631578947368421
4861009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0
8419021|0.0|0.0|0.0|0.0|0.0|0.0|0.23076923076923078|0.07692307692307693|0.0|0.0|0.0|0.0|0.23076923076923078|0.0|0.15384615384615385|0.0|0.0|0.0|0.0|0.0|0.0|0.15384615384615385|0.07692307692307693|0.0|0.07692307692307693
8512094|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3076923076923077|0.0|0.23076923076923078|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.23076923076923078|0.0|0.23076923076923078
8317302|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6825381|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6428571428571429|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.07142857142857142|0.0|0.2857142857142857
8500485|0.1836734693877551|0.02040816326530612|0.0|0.02040816326530612|0.02040816326530612|0.0|0.16326530612244897|0.0|0.0|0.02040816326530612|0.02040816326530612|0.0|0.14285714285714285|0.0|0.10204081632653061|0.02040816326530612|0.0|0.0|0.02040816326530612|0.0|0.02040816326530612|0.0|0.12244897959183673|0.0|0.12244897959183673
4427840|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6190476190476191|0.0|0.047619047619047616|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.09523809523809523|0.0|0.23809523809523808
7830699|0.0|0.0|0.0|0.0|0.0|0.0|0.1111111111111111|0.0|0.0|0.1111111111111111|0.0|0.0|0.5555555555555556|0.0|0.1111111111111111|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1111111111111111|0.0|0.0
6779654|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8028717|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.0|0.2|0.6
8133279|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.14285714285714285|0.0|0.0|0.0|0.8571428571428571
5519675|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.125|0.0|0.0|0.0|0.0|0.125|0.0|0.0|0.125|0.125|0.0
8264288|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0
139433|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8335354|0.42|0.02|0.0|0.0|0.0|0.0|0.16|0.0|0.02|0.0|0.02|0.0|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.02|0.0|0.0|0.02|0.0|0.02
8523389|0.0|0.0|0.0|0.0|0.0|0.0|0.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0
209338|0.23636363636363636|0.0|0.0|0.0|0.05454545454545454|0.0|0.05454545454545454|0.0|0.0|0.01818181818181818|0.01818181818181818|0.0|0.21818181818181817|0.0|0.03636363636363636|0.0|0.0|0.0|0.01818181818181818|0.05454545454545454|0.03636363636363636|0.01818181818181818|0.05454545454545454|0.05454545454545454|0.12727272727272726
8352966|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
