Usuario|NumEventos_Ed1|NumInteraccVideos_Ed1|NumInteraccProy_Ed1|NumInteraccDoc_Ed1|NumInteraccForo_Ed1|NumInteraccProb_Ed1|NumInteraccEjer_Ed1|NumInteraccActiv_Ed1|NumProbCorrect_Ed1|NumProbAttepts_Ed1|NotaProy_Ed1|WordsForum_Ed1|A->A_Ed1|A->D_Ed1|A->E_Ed1|A->F_Ed1|A->P_Ed1|A->V_Ed1|D->A_Ed1|D->D_Ed1|D->E_Ed1|D->F_Ed1|D->P_Ed1|D->V_Ed1|E->A_Ed1|E->D_Ed1|E->E_Ed1|E->F_Ed1|E->P_Ed1|E->V_Ed1|F->A_Ed1|F->D_Ed1|F->E_Ed1|F->F_Ed1|F->P_Ed1|F->V_Ed1|P->A_Ed1|P->D_Ed1|P->E_Ed1|P->F_Ed1|P->P_Ed1|P->V_Ed1|V->A_Ed1|V->D_Ed1|V->E_Ed1|V->F_Ed1|V->P_Ed1|V->V_Ed1|NumSEJavaCorrect|suspect
1001424|308|264|0|2|0|28|14|0|21|28|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.04|0.0|0.0|0.0|0.04|0.0|0.0|0.28|0.0|0.0|0.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.28|0.0|0.0|0.12|9|0
1009760|126|115|0|0|0|3|3|0|1|4|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3333333333333333|0.0|0.0|0.16666666666666666|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.16666666666666666|0.0|0.0|0.3333333333333333|0|0
1010202|193|155|0|0|0|24|10|0|18|24|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.29411764705882354|0.0|0.0|0.23529411764705882|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.29411764705882354|0.0|0.0|0.17647058823529413|8|0
1023758|124|0|0|5|0|108|47|54|93|121|0|0|0.47619047619047616|0.009523809523809525|0.01904761904761905|0.0|0.0|0.0|0.0|0.0380952380952381|0.009523809523809525|0.0|0.0|0.0|0.0380952380952381|0.0|0.4095238095238095|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5|1
103799|497|321|0|1|0|135|61|59|92|170|0|0|0.37583892617449666|0.0|0.0|0.0|0.0|0.020134228187919462|0.0|0.0|0.0|0.0|0.0|0.006711409395973154|0.020134228187919462|0.006711409395973154|0.2483221476510067|0.0|0.0|0.12751677852348994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1610738255033557|0.0|0.0|0.03355704697986577|9|0
1039725|913|665|4|7|0|144|68|62|143|154|25|0|0.24271844660194175|0.009708737864077669|0.0|0.0|0.009708737864077669|0.038834951456310676|0.009708737864077669|0.009708737864077669|0.0|0.0|0.0|0.014563106796116505|0.014563106796116505|0.0|0.1650485436893204|0.0|0.0|0.15048543689320387|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.019417475728155338|0.03398058252427184|0.014563106796116505|0.1650485436893204|0.0|0.009708737864077669|0.09223300970873786|11|0
1040408|844|690|0|0|0|92|36|56|100|126|0|0|0.4322033898305085|0.0|0.0|0.0|0.0|0.03389830508474576|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1864406779661017|0.0|0.0|0.11864406779661017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0423728813559322|0.0|0.11864406779661017|0.0|0.0|0.06779661016949153|0|0
1041154|223|178|0|0|0|30|15|1|23|32|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.32|0.0|0.0|0.28|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.04|0.0|0.28|0.0|0.0|0.08|9|0
1051263|268|203|0|0|0|35|14|10|34|38|0|0|0.23076923076923078|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1282051282051282|0.0|0.0|0.23076923076923078|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.02564102564102564|0.0|0.23076923076923078|0.0|0.0|0.15384615384615385|8|0
1054708|220|204|0|1|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|0.0|0.0|0.75|0|0
1060716|105|75|0|0|0|18|4|0|14|19|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1111111111111111|0.0|0.0|0.3333333333333333|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3333333333333333|0.0|0.0|0.2222222222222222|11|0
106163|897|740|1|1|0|102|41|46|87|116|7|0|0.3360655737704918|0.0|0.0|0.0|0.00819672131147541|0.02459016393442623|0.0|0.0|0.0|0.0|0.0|0.00819672131147541|0.02459016393442623|0.0|0.18032786885245902|0.0|0.0|0.13114754098360656|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00819672131147541|0.01639344262295082|0.0|0.1557377049180328|0.0|0.0|0.10655737704918032|7|0
1072628|23|20|0|0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
10750|69|53|0|1|0|5|4|0|2|5|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1111111111111111|0.0|0.0|0.2222222222222222|0.0|0.0|0.2222222222222222|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2222222222222222|0.0|0.0|0.2222222222222222|0|0
1077245|58|32|0|0|0|20|5|0|13|23|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.3|8|0
1080030|73|36|0|0|0|28|14|0|26|28|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3181818181818182|0.0|0.0|0.2727272727272727|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3181818181818182|0.0|0.0|0.09090909090909091|14|0
1081715|1798|1592|1|0|0|102|42|45|71|131|6|0|0.2236842105263158|0.0|0.0|0.0|0.0|0.07236842105263158|0.0|0.0|0.0|0.0|0.0|0.0|0.006578947368421052|0.0|0.09868421052631579|0.0|0.0|0.17105263157894737|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.006578947368421052|0.06578947368421052|0.0|0.17763157894736842|0.0|0.006578947368421052|0.17105263157894737|6|0
108261|202|52|1|1|0|102|37|50|89|117|4|0|0.48936170212765956|0.0|0.010638297872340425|0.0|0.010638297872340425|0.010638297872340425|0.010638297872340425|0.0|0.0|0.0|0.0|0.0|0.02127659574468085|0.010638297872340425|0.3404255319148936|0.0|0.0|0.02127659574468085|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.010638297872340425|0.0|0.0|0.0|0.010638297872340425|0.0|0.02127659574468085|0.0|0.0|0.031914893617021274|8|0
1089987|112|35|0|9|0|24|10|0|19|24|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.32|0.0|0.0|0.0|0.04|0.0|0.0|0.24|0.0|0.0|0.16|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.04|0.16|0.0|0.0|0.04|12|0
1092078|257|154|0|0|1|71|25|40|60|84|0|28|0.45121951219512196|0.0|0.0|0.012195121951219513|0.0|0.012195121951219513|0.0|0.0|0.0|0.0|0.0|0.0|0.024390243902439025|0.0|0.18292682926829268|0.0|0.0|0.0975609756097561|0.0|0.0|0.0|0.0|0.0|0.012195121951219513|0.0|0.0|0.0|0.0|0.0|0.0|0.012195121951219513|0.0|0.12195121951219512|0.0|0.0|0.07317073170731707|3|0
1092094|380|288|0|2|0|29|15|0|27|30|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.02564102564102564|0.0|0.0|0.0|0.02564102564102564|0.0|0.02564102564102564|0.1282051282051282|0.0|0.0|0.23076923076923078|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2564102564102564|0.0|0.0|0.3076923076923077|13|0
109670|37|13|0|0|0|17|3|0|13|17|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.0|0.0|0.2|10|0
109823|63|25|0|5|0|22|8|0|16|22|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.21052631578947367|0.0|0.0|0.0|0.05263157894736842|0.0|0.0|0.15789473684210525|0.0|0.0|0.21052631578947367|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2631578947368421|0.0|0.0|0.10526315789473684|8|0
110500|501|395|0|0|0|49|35|0|39|52|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.35384615384615387|0.0|0.0|0.18461538461538463|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.18461538461538463|0.0|0.0|0.27692307692307694|10|0
1109013|516|423|0|35|0|12|12|0|7|12|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.47058823529411764|0.0|0.0|0.0|0.04411764705882353|0.0|0.014705882352941176|0.058823529411764705|0.0|0.0|0.10294117647058823|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.029411764705882353|0.11764705882352941|0.0|0.0|0.16176470588235295|0|0
1109393|139|110|0|1|0|8|8|0|7|8|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.05263157894736842|0.0|0.0|0.3157894736842105|0.0|0.0|0.10526315789473684|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.05263157894736842|0.10526315789473684|0.0|0.0|0.3684210526315789|0|0
1117682|43|27|0|0|0|9|0|0|2|9|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2|0
112138|108|63|0|0|0|36|14|8|35|38|0|0|0.23333333333333334|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.03333333333333333|0.0|0.23333333333333334|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.23333333333333334|0.0|0.0|0.06666666666666667|13|0
1130326|129|90|0|0|0|24|10|0|21|24|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3157894736842105|0.0|0.0|0.21052631578947367|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.21052631578947367|0.0|0.0|0.2631578947368421|11|0
113479|570|465|0|0|0|55|14|27|56|59|0|0|0.3770491803278688|0.0|0.0|0.0|0.0|0.04918032786885246|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.06557377049180328|0.0|0.0|0.16393442622950818|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.06557377049180328|0.0|0.16393442622950818|0.0|0.0|0.11475409836065574|11|0
1136260|85|56|0|0|0|20|5|0|12|21|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2222222222222222|0.0|0.0|0.2222222222222222|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3333333333333333|0.0|0.0|0.2222222222222222|7|0
113752|136|76|0|11|0|26|12|0|15|26|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.28125|0.0|0.0|0.0|0.0625|0.0|0.0|0.21875|0.0|0.0|0.15625|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.03125|0.15625|0.0|0.0|0.09375|6|0
113804|193|178|0|0|0|6|0|0|4|6|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|4|0
115462|368|192|4|0|4|117|57|55|108|129|26|91|0.33112582781456956|0.0|0.0|0.013245033112582781|0.013245033112582781|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.026490066225165563|0.0|0.2052980132450331|0.0|0.0|0.1456953642384106|0.006622516556291391|0.0|0.0|0.006622516556291391|0.006622516556291391|0.006622516556291391|0.0|0.0|0.0|0.0|0.006622516556291391|0.019867549668874173|0.0|0.0|0.17218543046357615|0.006622516556291391|0.0|0.033112582781456956|5|0
115593|156|99|0|11|1|29|15|0|22|30|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.125|0.025|0.0|0.0|0.125|0.0|0.025|0.15|0.0|0.0|0.2|0.0|0.025|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.075|0.2|0.025|0.0|0.025|11|0
1158605|869|650|1|17|23|81|32|34|72|88|5|0|0.16666666666666666|0.0|0.0|0.04666666666666667|0.0|0.013333333333333334|0.0|0.1|0.006666666666666667|0.0|0.0|0.006666666666666667|0.0|0.006666666666666667|0.06|0.0|0.0|0.14666666666666667|0.04|0.0|0.0|0.08666666666666667|0.0|0.02|0.0|0.0|0.0|0.006666666666666667|0.0|0.0|0.02|0.006666666666666667|0.14666666666666667|0.013333333333333334|0.006666666666666667|0.1|5|0
1159330|460|258|4|5|3|141|64|63|145|150|27|45|0.33136094674556216|0.0|0.011834319526627219|0.0|0.011834319526627219|0.01775147928994083|0.0|0.01775147928994083|0.0|0.0|0.0|0.011834319526627219|0.03550295857988166|0.0|0.24260355029585798|0.0|0.005917159763313609|0.09467455621301775|0.0|0.0|0.0|0.011834319526627219|0.0|0.005917159763313609|0.0|0.0|0.0|0.005917159763313609|0.0|0.01775147928994083|0.005917159763313609|0.005917159763313609|0.1242603550295858|0.0|0.005917159763313609|0.03550295857988166|10|1
1159358|175|139|0|1|0|9|8|0|9|9|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.045454545454545456|0.0|0.0|0.18181818181818182|0.0|0.0|0.18181818181818182|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.045454545454545456|0.18181818181818182|0.0|0.0|0.36363636363636365|1|0
116113|2603|2340|3|5|7|149|59|75|138|186|18|56|0.291866028708134|0.009569377990430622|0.0|0.0|0.0|0.05741626794258373|0.004784688995215311|0.014354066985645933|0.0|0.004784688995215311|0.0|0.0|0.009569377990430622|0.0|0.1339712918660287|0.0|0.0|0.1339712918660287|0.0|0.0|0.0|0.019138755980861243|0.009569377990430622|0.004784688995215311|0.0|0.0|0.0|0.0|0.0|0.014354066985645933|0.05263157894736842|0.0|0.14832535885167464|0.009569377990430622|0.004784688995215311|0.07655502392344497|9|0
117717|129|82|0|5|0|24|9|0|19|26|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.14814814814814814|0.0|0.0|0.0|0.037037037037037035|0.0|0.0|0.2222222222222222|0.0|0.0|0.1111111111111111|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1111111111111111|0.0|0.0|0.37037037037037035|12|0
117832|221|153|0|0|2|53|16|23|50|65|0|0|0.44|0.0|0.0|0.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.18|0.0|0.0|0.14|0.0|0.0|0.0|0.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.02|0.0|0.14|0.0|0.0|0.04|6|0
1181483|118|55|0|0|0|53|17|22|53|65|0|0|0.425531914893617|0.0|0.02127659574468085|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0425531914893617|0.0|0.19148936170212766|0.0|0.0|0.1276595744680851|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.14893617021276595|0.0|0.0|0.0425531914893617|10|0
1182103|731|612|0|2|0|38|23|2|33|38|0|0|0.015151515151515152|0.0|0.0|0.0|0.0|0.015151515151515152|0.0|0.015151515151515152|0.0|0.0|0.0|0.015151515151515152|0.015151515151515152|0.0|0.10606060606060606|0.0|0.0|0.22727272727272727|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.015151515151515152|0.24242424242424243|0.0|0.0|0.3333333333333333|8|0
1196678|153|104|0|0|0|28|13|0|20|30|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.32|0.0|0.0|0.16|9|0
1198177|90|0|0|5|0|77|54|23|19|92|0|0|0.25925925925925924|0.012345679012345678|0.012345679012345678|0.0|0.0|0.0|0.012345679012345678|0.024691358024691357|0.024691358024691357|0.0|0.0|0.0|0.012345679012345678|0.012345679012345678|0.6296296296296297|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
119882|492|434|0|0|0|14|8|0|6|14|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.12903225806451613|0.0|0.0|0.12903225806451613|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.12903225806451613|0.0|0.0|0.6129032258064516|2|0
120032|841|629|5|0|0|139|63|61|142|143|36|0|0.2983425414364641|0.0|0.0|0.0|0.016574585635359115|0.022099447513812154|0.0|0.0|0.0|0.0|0.0|0.0|0.022099447513812154|0.0|0.18232044198895028|0.0|0.0|0.143646408839779|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.022099447513812154|0.016574585635359115|0.0|0.16574585635359115|0.0|0.011049723756906077|0.09944751381215469|9|0
1209282|111|73|0|0|0|22|8|0|19|25|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3125|0.0|0.0|0.1875|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1875|0.0|0.0|0.3125|11|0
1210655|729|515|5|1|4|143|64|65|150|151|34|20|0.329608938547486|0.0|0.0|0.00558659217877095|0.0223463687150838|0.00558659217877095|0.00558659217877095|0.0|0.0|0.0|0.0|0.0|0.027932960893854747|0.00558659217877095|0.1787709497206704|0.0|0.0|0.1452513966480447|0.0|0.0|0.0|0.01675977653631285|0.00558659217877095|0.0|0.0|0.0|0.0|0.0|0.0|0.0223463687150838|0.0|0.0|0.1787709497206704|0.0|0.0|0.05027932960893855|12|0
1222573|124|105|0|0|0|8|8|0|8|8|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.26666666666666666|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.26666666666666666|0.0|0.0|0.26666666666666666|0|0
122415|404|226|0|50|0|83|36|33|84|88|0|0|0.2|0.03571428571428571|0.0|0.0|0.0|0.0|0.02857142857142857|0.18571428571428572|0.06428571428571428|0.0|0.0|0.07142857142857142|0.0|0.05714285714285714|0.12857142857142856|0.0|0.0|0.07142857142857142|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.007142857142857143|0.07142857142857142|0.06428571428571428|0.0|0.0|0.014285714285714285|9|0
122634|51|12|0|0|0|8|8|0|7|8|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5555555555555556|0.0|0.0|0.2222222222222222|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2222222222222222|0.0|0.0|0.0|0|0
122776|245|128|0|37|0|46|31|15|42|50|0|0|0.13592233009708737|0.009708737864077669|0.0|0.0|0.0|0.0|0.0|0.33980582524271846|0.0|0.0|0.0|0.019417475728155338|0.0|0.009708737864077669|0.1650485436893204|0.0|0.0|0.1262135922330097|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.009708737864077669|0.0|0.13592233009708737|0.0|0.0|0.04854368932038835|0|0
124595|801|587|4|1|0|137|64|59|143|143|23|0|0.313953488372093|0.0|0.0|0.0|0.01744186046511628|0.011627906976744186|0.0|0.0|0.0|0.0|0.0|0.005813953488372093|0.011627906976744186|0.0|0.19767441860465115|0.0|0.0|0.1569767441860465|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.005813953488372093|0.01744186046511628|0.01744186046511628|0.0|0.1744186046511628|0.0|0.0|0.06976744186046512|12|0
1249675|184|169|0|0|0|5|0|0|2|5|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2|0
1253016|144|86|0|0|0|23|14|9|28|24|0|0|0.3333333333333333|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.041666666666666664|0.0|0.5|0.0|0.0|0.041666666666666664|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.08333333333333333|0.0|0.0|0.0|0|0
125304|103|83|0|0|0|10|3|0|6|11|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|0.0|0.125|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|0.0|0.5|3|0
1259378|58|40|0|0|0|14|0|0|9|14|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|9|0
1262296|78|63|0|0|0|8|2|0|5|8|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.4|3|0
126503|1857|1710|0|6|16|77|36|40|72|90|0|0|0.27419354838709675|0.0|0.0|0.016129032258064516|0.0|0.03225806451612903|0.0|0.04032258064516129|0.0|0.008064516129032258|0.0|0.0|0.016129032258064516|0.0|0.1532258064516129|0.016129032258064516|0.0|0.10483870967741936|0.0|0.0|0.008064516129032258|0.06451612903225806|0.0|0.04838709677419355|0.0|0.0|0.0|0.0|0.0|0.0|0.03225806451612903|0.008064516129032258|0.12903225806451613|0.024193548387096774|0.0|0.024193548387096774|0|0
126513|142|98|1|0|0|33|0|33|28|49|8|0|0.8|0.0|0.0|0.0|0.025|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.025|0.025|0.0|0.0|0.0|0.0|0.125|0|0
1267413|199|129|0|0|0|42|14|14|43|43|0|0|0.32432432432432434|0.0|0.0|0.0|0.0|0.02702702702702703|0.0|0.0|0.0|0.0|0.0|0.0|0.02702702702702703|0.0|0.16216216216216217|0.0|0.0|0.1891891891891892|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.02702702702702703|0.0|0.21621621621621623|0.0|0.0|0.02702702702702703|10|0
126919|418|356|0|0|0|17|17|0|14|20|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.24324324324324326|0.0|0.0|0.21621621621621623|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.21621621621621623|0.0|0.0|0.32432432432432434|0|0
1271535|558|441|0|0|0|68|35|19|68|73|0|0|0.19148936170212766|0.0|0.0|0.0|0.0|0.010638297872340425|0.0|0.0|0.0|0.0|0.0|0.0|0.010638297872340425|0.0|0.18085106382978725|0.0|0.0|0.18085106382978725|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.19148936170212766|0.0|0.0|0.23404255319148937|13|0
12891|79|55|0|0|0|14|14|0|14|14|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3181818181818182|0.0|0.0|0.2727272727272727|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3181818181818182|0.0|0.0|0.09090909090909091|0|0
